DestinationID,Name,State,Type,Popularity,BestTimeToVisit
742,Goa Beaches,Goa,Beach,8.532765536915521,Nov-Mar
743,Jaipur City,Rajasthan,City,7.727596682180292,Oct-Mar
744,Kerala Backwaters,Kerala,Nature,8.203211682328114,Sep-Mar
745,Leh Ladakh,Jammu and Kashmir,Adventure,7.933373924579141,Apr-Jun
746,Taj Mahal,Uttar Pradesh,Historical,9.059361289382425,Nov-Feb
747,Goa Beaches,Goa,Beach,8.350906820188296,Nov-Mar
748,Jaipur City,Rajasthan,City,8.719936425969232,Oct-Mar
749,Kerala Backwaters,Kerala,Nature,8.931736559795393,Sep-Mar
750,Leh Ladakh,Jammu and Kashmir,Adventure,8.956458952804828,Apr-Jun
751,Taj Mahal,Uttar Pradesh,Historical,7.790538404306647,Nov-Feb
752,Goa Beaches,Goa,Beach,8.539108136038704,Nov-Mar
753,Jaipur City,Rajasthan,City,8.594748337394,Oct-Mar
754,Kerala Backwaters,Kerala,Nature,8.084015245138538,Sep-Mar
755,Leh Ladakh,Jammu and Kashmir,Adventure,7.734281734271488,Apr-Jun
756,Taj Mahal,Uttar Pradesh,Historical,8.54760827518156,Nov-Feb
757,Goa Beaches,Goa,Beach,7.644463430707246,Nov-Mar
758,Jaipur City,Rajasthan,City,9.121395352667939,Oct-Mar
759,Kerala Backwaters,Kerala,Nature,8.72751759235414,Sep-Mar
760,Leh Ladakh,Jammu and Kashmir,Adventure,8.352180026398809,Apr-Jun
761,Taj Mahal,Uttar Pradesh,Historical,9.360142316462719,Nov-Feb
762,Goa Beaches,Goa,Beach,8.147811499679674,Nov-Mar
763,Jaipur City,Rajasthan,City,8.90257550420428,Oct-Mar
764,Kerala Backwaters,Kerala,Nature,8.506724060467622,Sep-Mar
765,Leh Ladakh,Jammu and Kashmir,Adventure,8.62458625744304,Apr-Jun
766,Taj Mahal,Uttar Pradesh,Historical,8.145328815121932,Nov-Feb
767,Goa Beaches,Goa,Beach,8.24362221802096,Nov-Mar
768,Jaipur City,Rajasthan,City,7.596634440314337,Oct-Mar
769,Kerala Backwaters,Kerala,Nature,7.57663598347406,Sep-Mar
770,Leh Ladakh,Jammu and Kashmir,Adventure,9.08102960007878,Apr-Jun
771,Taj Mahal,Uttar Pradesh,Historical,8.129988976860952,Nov-Feb
772,Goa Beaches,Goa,Beach,9.137327132381959,Nov-Mar
773,Jaipur City,Rajasthan,City,8.784997932243503,Oct-Mar
774,Kerala Backwaters,Kerala,Nature,8.038663649202402,Sep-Mar
775,Leh Ladakh,Jammu and Kashmir,Adventure,8.079156318407351,Apr-Jun
776,Taj Mahal,Uttar Pradesh,Historical,8.459363313306993,Nov-Feb
777,Goa Beaches,Goa,Beach,9.046231352406494,Nov-Mar
778,Jaipur City,Rajasthan,City,9.200907306361843,Oct-Mar
779,Kerala Backwaters,Kerala,Nature,8.861507015552508,Sep-Mar
780,Leh Ladakh,Jammu and Kashmir,Adventure,9.291685937704914,Apr-Jun
781,Taj Mahal,Uttar Pradesh,Historical,8.531079521858732,Nov-Feb
782,Goa Beaches,Goa,Beach,8.99783225118662,Nov-Mar
783,Jaipur City,Rajasthan,City,8.528348193854123,Oct-Mar
784,Kerala Backwaters,Kerala,Nature,8.317882740052342,Sep-Mar
785,Leh Ladakh,Jammu and Kashmir,Adventure,9.366933345133754,Apr-Jun
786,Taj Mahal,Uttar Pradesh,Historical,8.389205905418272,Nov-Feb
787,Goa Beaches,Goa,Beach,9.44212563021952,Nov-Mar
788,Jaipur City,Rajasthan,City,8.223627062910356,Oct-Mar
789,Kerala Backwaters,Kerala,Nature,8.174235795355958,Sep-Mar
790,Leh Ladakh,Jammu and Kashmir,Adventure,9.157720701508042,Apr-Jun
791,Taj Mahal,Uttar Pradesh,Historical,9.42168809807716,Nov-Feb
792,Goa Beaches,Goa,Beach,7.50562874119151,Nov-Mar
793,Jaipur City,Rajasthan,City,7.781580260307882,Oct-Mar
794,Kerala Backwaters,Kerala,Nature,8.531159787998941,Sep-Mar
795,Leh Ladakh,Jammu and Kashmir,Adventure,8.189514727765914,Apr-Jun
796,Taj Mahal,Uttar Pradesh,Historical,9.243698788707544,Nov-Feb
797,Goa Beaches,Goa,Beach,9.120638441373126,Nov-Mar
798,Jaipur City,Rajasthan,City,7.608875043089363,Oct-Mar
799,Kerala Backwaters,Kerala,Nature,9.078902378388406,Sep-Mar
800,Leh Ladakh,Jammu and Kashmir,Adventure,7.972030910129,Apr-Jun
801,Taj Mahal,Uttar Pradesh,Historical,9.157148625977571,Nov-Feb
802,Goa Beaches,Goa,Beach,9.41083109431862,Nov-Mar
803,Jaipur City,Rajasthan,City,9.31045957210701,Oct-Mar
804,Kerala Backwaters,Kerala,Nature,8.208242452766306,Sep-Mar
805,Leh Ladakh,Jammu and Kashmir,Adventure,8.410141709638284,Apr-Jun
806,Taj Mahal,Uttar Pradesh,Historical,8.576757876815993,Nov-Feb
807,Goa Beaches,Goa,Beach,9.178994029748875,Nov-Mar
808,Jaipur City,Rajasthan,City,8.01406881114496,Oct-Mar
809,Kerala Backwaters,Kerala,Nature,7.8442566698712035,Sep-Mar
810,Leh Ladakh,Jammu and Kashmir,Adventure,8.161053310539785,Apr-Jun
811,Taj Mahal,Uttar Pradesh,Historical,9.393805813478071,Nov-Feb
812,Goa Beaches,Goa,Beach,9.006784740288401,Nov-Mar
813,Jaipur City,Rajasthan,City,8.336255248752801,Oct-Mar
814,Kerala Backwaters,Kerala,Nature,7.589205999248015,Sep-Mar
815,Leh Ladakh,Jammu and Kashmir,Adventure,9.220824441474457,Apr-Jun
816,Taj Mahal,Uttar Pradesh,Historical,9.423987379093196,Nov-Feb
817,Goa Beaches,Goa,Beach,7.999026975129425,Nov-Mar
818,Jaipur City,Rajasthan,City,8.385706717073933,Oct-Mar
819,Kerala Backwaters,Kerala,Nature,7.562622503552138,Sep-Mar
820,Leh Ladakh,Jammu and Kashmir,Adventure,8.772244496732984,Apr-Jun
821,Taj Mahal,Uttar Pradesh,Historical,8.853137683108654,Nov-Feb
822,Goa Beaches,Goa,Beach,9.22889675552697,Nov-Mar
823,Jaipur City,Rajasthan,City,8.501224868997667,Oct-Mar
824,Kerala Backwaters,Kerala,Nature,9.206043310589514,Sep-Mar
825,Leh Ladakh,Jammu and Kashmir,Adventure,7.943715893520679,Apr-Jun
826,Taj Mahal,Uttar Pradesh,Historical,8.277156854345177,Nov-Feb
827,Goa Beaches,Goa,Beach,8.377495779286125,Nov-Mar
828,Jaipur City,Rajasthan,City,7.804063905354139,Oct-Mar
829,Kerala Backwaters,Kerala,Nature,9.073371866855572,Sep-Mar
830,Leh Ladakh,Jammu and Kashmir,Adventure,7.9280949230609465,Apr-Jun
831,Taj Mahal,Uttar Pradesh,Historical,8.771961835427916,Nov-Feb
832,Goa Beaches,Goa,Beach,9.366867008044636,Nov-Mar
833,Jaipur City,Rajasthan,City,7.976891811337149,Oct-Mar
834,Kerala Backwaters,Kerala,Nature,8.329340966088974,Sep-Mar
835,Leh Ladakh,Jammu and Kashmir,Adventure,8.622267855355735,Apr-Jun
836,Taj Mahal,Uttar Pradesh,Historical,7.789458969308924,Nov-Feb
837,Goa Beaches,Goa,Beach,9.49270628520052,Nov-Mar
838,Jaipur City,Rajasthan,City,7.6511899073828,Oct-Mar
839,Kerala Backwaters,Kerala,Nature,9.196737200893839,Sep-Mar
840,Leh Ladakh,Jammu and Kashmir,Adventure,7.93351873337229,Apr-Jun
841,Taj Mahal,Uttar Pradesh,Historical,8.641198251436522,Nov-Feb
842,Goa Beaches,Goa,Beach,8.784629096343433,Nov-Mar
843,Jaipur City,Rajasthan,City,9.191194972792676,Oct-Mar
844,Kerala Backwaters,Kerala,Nature,9.173580627388572,Sep-Mar
845,Leh Ladakh,Jammu and Kashmir,Adventure,8.669449269625428,Apr-Jun
846,Taj Mahal,Uttar Pradesh,Historical,8.971338259095013,Nov-Feb
847,Goa Beaches,Goa,Beach,7.790585198400288,Nov-Mar
848,Jaipur City,Rajasthan,City,9.02991974288286,Oct-Mar
849,Kerala Backwaters,Kerala,Nature,8.749274375887886,Sep-Mar
850,Leh Ladakh,Jammu and Kashmir,Adventure,8.64491136642723,Apr-Jun
851,Taj Mahal,Uttar Pradesh,Historical,9.33544112557844,Nov-Feb
852,Goa Beaches,Goa,Beach,8.287492091663,Nov-Mar
853,Jaipur City,Rajasthan,City,9.04694477176505,Oct-Mar
854,Kerala Backwaters,Kerala,Nature,9.33810388495833,Sep-Mar
855,Leh Ladakh,Jammu and Kashmir,Adventure,8.913268954871437,Apr-Jun
856,Taj Mahal,Uttar Pradesh,Historical,7.668691908852082,Nov-Feb
857,Goa Beaches,Goa,Beach,9.027677154981644,Nov-Mar
858,Jaipur City,Rajasthan,City,8.491365337579884,Oct-Mar
859,Kerala Backwaters,Kerala,Nature,7.921623278868692,Sep-Mar
860,Leh Ladakh,Jammu and Kashmir,Adventure,7.7202244959060975,Apr-Jun
861,Taj Mahal,Uttar Pradesh,Historical,7.824049108063554,Nov-Feb
862,Goa Beaches,Goa,Beach,8.527437466841967,Nov-Mar
863,Jaipur City,Rajasthan,City,7.5288565248227135,Oct-Mar
864,Kerala Backwaters,Kerala,Nature,9.147968243343048,Sep-Mar
865,Leh Ladakh,Jammu and Kashmir,Adventure,8.989187748130234,Apr-Jun
866,Taj Mahal,Uttar Pradesh,Historical,8.15752225096045,Nov-Feb
867,Goa Beaches,Goa,Beach,7.544784240485142,Nov-Mar
868,Jaipur City,Rajasthan,City,8.498230857041534,Oct-Mar
869,Kerala Backwaters,Kerala,Nature,7.67787032728221,Sep-Mar
870,Leh Ladakh,Jammu and Kashmir,Adventure,8.31662363535272,Apr-Jun
871,Taj Mahal,Uttar Pradesh,Historical,7.643206988401131,Nov-Feb
872,Goa Beaches,Goa,Beach,9.413328344476888,Nov-Mar
873,Jaipur City,Rajasthan,City,9.231967797202106,Oct-Mar
874,Kerala Backwaters,Kerala,Nature,8.671636575343907,Sep-Mar
875,Leh Ladakh,Jammu and Kashmir,Adventure,8.98297001694882,Apr-Jun
876,Taj Mahal,Uttar Pradesh,Historical,8.796715429177867,Nov-Feb
877,Goa Beaches,Goa,Beach,7.911432523928271,Nov-Mar
878,Jaipur City,Rajasthan,City,7.601483087639889,Oct-Mar
879,Kerala Backwaters,Kerala,Nature,8.309631133912779,Sep-Mar
880,Leh Ladakh,Jammu and Kashmir,Adventure,8.442750358263288,Apr-Jun
881,Taj Mahal,Uttar Pradesh,Historical,8.278291770000452,Nov-Feb
882,Goa Beaches,Goa,Beach,8.449238005542009,Nov-Mar
883,Jaipur City,Rajasthan,City,7.95494238797158,Oct-Mar
884,Kerala Backwaters,Kerala,Nature,9.241444802843858,Sep-Mar
885,Leh Ladakh,Jammu and Kashmir,Adventure,9.031913943290979,Apr-Jun
886,Taj Mahal,Uttar Pradesh,Historical,7.713067194844037,Nov-Feb
887,Goa Beaches,Goa,Beach,7.590325473167349,Nov-Mar
888,Jaipur City,Rajasthan,City,8.968588466673665,Oct-Mar
889,Kerala Backwaters,Kerala,Nature,9.002930521303405,Sep-Mar
890,Leh Ladakh,Jammu and Kashmir,Adventure,7.743039575412055,Apr-Jun
891,Taj Mahal,Uttar Pradesh,Historical,9.223991095114595,Nov-Feb
892,Goa Beaches,Goa,Beach,8.86432839457484,Nov-Mar
893,Jaipur City,Rajasthan,City,8.375786034039642,Oct-Mar
894,Kerala Backwaters,Kerala,Nature,8.8155969048925,Sep-Mar
895,Leh Ladakh,Jammu and Kashmir,Adventure,8.011096326725276,Apr-Jun
896,Taj Mahal,Uttar Pradesh,Historical,8.775168604432578,Nov-Feb
897,Goa Beaches,Goa,Beach,8.342976753551683,Nov-Mar
898,Jaipur City,Rajasthan,City,8.311533772217603,Oct-Mar
899,Kerala Backwaters,Kerala,Nature,8.575304720464212,Sep-Mar
900,Leh Ladakh,Jammu and Kashmir,Adventure,8.81228742963959,Apr-Jun
901,Taj Mahal,Uttar Pradesh,Historical,7.94384380620817,Nov-Feb
902,Goa Beaches,Goa,Beach,9.115849499250789,Nov-Mar
903,Jaipur City,Rajasthan,City,8.253494745892702,Oct-Mar
904,Kerala Backwaters,Kerala,Nature,8.574376628395806,Sep-Mar
905,Leh Ladakh,Jammu and Kashmir,Adventure,8.13644498964263,Apr-Jun
906,Taj Mahal,Uttar Pradesh,Historical,8.619770095066015,Nov-Feb
907,Goa Beaches,Goa,Beach,8.06914958687841,Nov-Mar
908,Jaipur City,Rajasthan,City,8.452641011322342,Oct-Mar
909,Kerala Backwaters,Kerala,Nature,8.740400669784297,Sep-Mar
910,Leh Ladakh,Jammu and Kashmir,Adventure,8.569335477200543,Apr-Jun
911,Taj Mahal,Uttar Pradesh,Historical,7.685181358142892,Nov-Feb
912,Goa Beaches,Goa,Beach,9.438013883696101,Nov-Mar
913,Jaipur City,Rajasthan,City,7.58801460622224,Oct-Mar
914,Kerala Backwaters,Kerala,Nature,9.285417260653366,Sep-Mar
915,Leh Ladakh,Jammu and Kashmir,Adventure,7.85112195819902,Apr-Jun
916,Taj Mahal,Uttar Pradesh,Historical,9.396761497801041,Nov-Feb
917,Goa Beaches,Goa,Beach,7.545108072258168,Nov-Mar
918,Jaipur City,Rajasthan,City,9.371201913686736,Oct-Mar
919,Kerala Backwaters,Kerala,Nature,9.252136618345416,Sep-Mar
920,Leh Ladakh,Jammu and Kashmir,Adventure,7.584679630283544,Apr-Jun
921,Taj Mahal,Uttar Pradesh,Historical,8.685684922550122,Nov-Feb
922,Goa Beaches,Goa,Beach,9.298024384615863,Nov-Mar
923,Jaipur City,Rajasthan,City,7.821684368681256,Oct-Mar
924,Kerala Backwaters,Kerala,Nature,8.644015149109247,Sep-Mar
925,Leh Ladakh,Jammu and Kashmir,Adventure,7.801125565121017,Apr-Jun
926,Taj Mahal,Uttar Pradesh,Historical,8.324741876265339,Nov-Feb
927,Goa Beaches,Goa,Beach,7.741214133839709,Nov-Mar
928,Jaipur City,Rajasthan,City,8.026833743679079,Oct-Mar
929,Kerala Backwaters,Kerala,Nature,8.66318905277383,Sep-Mar
930,Leh Ladakh,Jammu and Kashmir,Adventure,8.54331105953082,Apr-Jun
931,Taj Mahal,Uttar Pradesh,Historical,9.309322896703316,Nov-Feb
932,Goa Beaches,Goa,Beach,7.936004330312837,Nov-Mar
933,Jaipur City,Rajasthan,City,9.274200565698507,Oct-Mar
934,Kerala Backwaters,Kerala,Nature,7.904577589196294,Sep-Mar
935,Leh Ladakh,Jammu and Kashmir,Adventure,8.473490132236787,Apr-Jun
936,Taj Mahal,Uttar Pradesh,Historical,8.02055897257851,Nov-Feb
937,Goa Beaches,Goa,Beach,8.257655225773263,Nov-Mar
938,Jaipur City,Rajasthan,City,9.20608066746193,Oct-Mar
939,Kerala Backwaters,Kerala,Nature,8.40872418732025,Sep-Mar
940,Leh Ladakh,Jammu and Kashmir,Adventure,7.737707489631597,Apr-Jun
941,Taj Mahal,Uttar Pradesh,Historical,8.645046758887661,Nov-Feb
942,Goa Beaches,Goa,Beach,8.702652455921308,Nov-Mar
943,Jaipur City,Rajasthan,City,9.106183997228765,Oct-Mar
944,Kerala Backwaters,Kerala,Nature,9.429650079998778,Sep-Mar
945,Leh Ladakh,Jammu and Kashmir,Adventure,7.537510610841785,Apr-Jun
946,Taj Mahal,Uttar Pradesh,Historical,8.012249945176515,Nov-Feb
947,Goa Beaches,Goa,Beach,7.619280847171351,Nov-Mar
948,Jaipur City,Rajasthan,City,7.708772719956032,Oct-Mar
949,Kerala Backwaters,Kerala,Nature,9.087608839185753,Sep-Mar
950,Leh Ladakh,Jammu and Kashmir,Adventure,7.671909274040946,Apr-Jun
951,Taj Mahal,Uttar Pradesh,Historical,8.365692888254666,Nov-Feb
952,Goa Beaches,Goa,Beach,8.123015873320766,Nov-Mar
953,Jaipur City,Rajasthan,City,8.321398766693164,Oct-Mar
954,Kerala Backwaters,Kerala,Nature,9.192148287990324,Sep-Mar
955,Leh Ladakh,Jammu and Kashmir,Adventure,8.10676258457348,Apr-Jun
956,Taj Mahal,Uttar Pradesh,Historical,9.240773308493523,Nov-Feb
957,Goa Beaches,Goa,Beach,9.319617878220548,Nov-Mar
958,Jaipur City,Rajasthan,City,7.932950633090041,Oct-Mar
959,Kerala Backwaters,Kerala,Nature,9.052548436473314,Sep-Mar
960,Leh Ladakh,Jammu and Kashmir,Adventure,8.925500312367074,Apr-Jun
961,Taj Mahal,Uttar Pradesh,Historical,8.385107105120452,Nov-Feb
962,Goa Beaches,Goa,Beach,9.210850998967874,Nov-Mar
963,Jaipur City,Rajasthan,City,8.81434371431127,Oct-Mar
964,Kerala Backwaters,Kerala,Nature,8.86184135941464,Sep-Mar
965,Leh Ladakh,Jammu and Kashmir,Adventure,8.636537892208446,Apr-Jun
966,Taj Mahal,Uttar Pradesh,Historical,9.140527124056435,Nov-Feb
967,Goa Beaches,Goa,Beach,7.528727096669634,Nov-Mar
968,Jaipur City,Rajasthan,City,9.06097855232804,Oct-Mar
969,Kerala Backwaters,Kerala,Nature,9.409359526915562,Sep-Mar
970,Leh Ladakh,Jammu and Kashmir,Adventure,9.01310124502825,Apr-Jun
971,Taj Mahal,Uttar Pradesh,Historical,8.372423129319028,Nov-Feb
972,Goa Beaches,Goa,Beach,9.215187537133938,Nov-Mar
973,Jaipur City,Rajasthan,City,8.565934397421195,Oct-Mar
974,Kerala Backwaters,Kerala,Nature,7.686987873824284,Sep-Mar
975,Leh Ladakh,Jammu and Kashmir,Adventure,8.780722103503646,Apr-Jun
976,Taj Mahal,Uttar Pradesh,Historical,8.008536059147975,Nov-Feb
977,Goa Beaches,Goa,Beach,8.499576395856343,Nov-Mar
978,Jaipur City,Rajasthan,City,8.519173371272599,Oct-Mar
979,Kerala Backwaters,Kerala,Nature,9.08174574800675,Sep-Mar
980,Leh Ladakh,Jammu and Kashmir,Adventure,9.347621264963777,Apr-Jun
981,Taj Mahal,Uttar Pradesh,Historical,8.732673715422088,Nov-Feb
982,Goa Beaches,Goa,Beach,8.841048136040031,Nov-Mar
983,Jaipur City,Rajasthan,City,9.080216319846981,Oct-Mar
984,Kerala Backwaters,Kerala,Nature,7.748098699266505,Sep-Mar
985,Leh Ladakh,Jammu and Kashmir,Adventure,9.034655060888772,Apr-Jun
986,Taj Mahal,Uttar Pradesh,Historical,8.108715094313126,Nov-Feb
987,Goa Beaches,Goa,Beach,9.499811031053753,Nov-Mar
988,Jaipur City,Rajasthan,City,7.96234787124329,Oct-Mar
989,Kerala Backwaters,Kerala,Nature,8.208087955185452,Sep-Mar
990,Leh Ladakh,Jammu and Kashmir,Adventure,8.117425964659915,Apr-Jun
991,Taj Mahal,Uttar Pradesh,Historical,8.20738838115243,Nov-Feb
992,Goa Beaches,Goa,Beach,8.114747172536235,Nov-Mar
993,Jaipur City,Rajasthan,City,8.19515468129691,Oct-Mar
994,Kerala Backwaters,Kerala,Nature,8.165291117364324,Sep-Mar
995,Leh Ladakh,Jammu and Kashmir,Adventure,7.74636736837115,Apr-Jun
996,Taj Mahal,Uttar Pradesh,Historical,8.13381819081494,Nov-Feb
997,Goa Beaches,Goa,Beach,8.203518828553301,Nov-Mar
998,Jaipur City,Rajasthan,City,8.308435430056575,Oct-Mar
999,Kerala Backwaters,Kerala,Nature,8.961740523595862,Sep-Mar
1000,Leh Ladakh,Jammu and Kashmir,Adventure,8.939036209396416,Apr-Jun
